"Side","Symbol","Name","Order Price","Order Qty","Order Amount","Status","Filled@Avg Price","Order Time","Order Type","Time-in-Force","Allow Pre-Market","Session","Trigger price","Position Opening","Markets","Currency","Order Source","Fill Qty","Fill Price","Fill Amount","Fill Time","Markets","Currency","Counterparty","Remarks","Commission","Platform Fees","Settlement Fees","Options Regulatory Fees","OCC Fees","Option Settlement Fees","SEC Fees","Trading Activity Fees","Stamp Duty","Trading Fees","SFC Levy","FRC Levy","Trading Tariff","Consolidated Audit Trail Fees","Total"
"Buy","BRK.B","Berkshire Hathaway-B","477.65","5","2,388.25","Filled","5@477.65","Nov 3, 2025 11:08:18 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","477.65","2,388.25","Nov 3, 2025 11:08:21 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Buy","FIG","Figma Inc","48.28","40","1,931.20","Filled","40@48.2799","Nov 3, 2025 11:01:10 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","40","48.2799","1,931.20","Nov 3, 2025 11:01:11 ET","US","USD","","","0.99","1","0.12","","","","","","","","","","","0","2.11"
"Buy","HIMS","Hims & Hers Health","45.00","20","900.00","Filled","20@45.00","Nov 3, 2025 10:58:28 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","45.00","900.00","Nov 3, 2025 10:58:29 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","0","2.05"
"Buy","FIG","Figma Inc","48.04","5","240.20","Filled","5@48.04","Nov 3, 2025 10:41:21 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","48.04","240.20","Nov 3, 2025 10:41:30 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Sell","UNH","UnitedHealth","328.37","16","5,253.92","Filled","16@328.395","Nov 3, 2025 10:27:56 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","9","328.38","2,955.42","Nov 3, 2025 10:27:57 ET","US","USD","","","0.99","1","0.06","","","","","0.03","","","","","","0","2.08"
"","","","","","","","","","","","","","","","","","","2","328.40","656.80","Nov 3, 2025 10:27:57 ET","US","USD","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","5","328.42","1,642.10","Nov 3, 2025 10:27:57 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","AMZN260618P195000","AMZN 260618 195.00P","5.20","1","520.00","Filled","1@5.20","Nov 3, 2025 09:38:46 ET","Limit","Day","","","","","US","USD","","1","5.20","520.00","Nov 3, 2025 09:38:47 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","0","2.5"
"Buy","AMZN260618P195000","AMZN 260618 195.00P","5.65","1","565.00","Filled","1@5.65","Oct 31, 2025 09:44:35 ET","Limit","Day","","","","","US","USD","","1","5.65","565.00","Oct 31, 2025 09:44:35 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","","","","","","","0","2.51"
"Sell","AMZN","Amazon","227.17","5","1,135.85","Filled","5@227.27","Oct 30, 2025 10:22:53 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","227.27","1,136.35","Oct 30, 2025 10:22:53 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Buy","HIMS","Hims & Hers Health","47.56","20","951.20","Filled","20@47.56","Oct 29, 2025 10:23:00 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","47.56","951.20","Oct 29, 2025 10:23:01 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","0","2.05"
"Buy","HIMS","Hims & Hers Health","49.18","20","983.60","Filled","20@49.12","Oct 24, 2025 15:36:37 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","49.12","982.40","Oct 24, 2025 15:36:37 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","0","2.05"
"Buy","01810","XIAOMI-W","43.80","400","17,520.00","Cancelled","0@0.00","Oct 23, 2025 10:50:26 HKT","Limit","Day","Allow","","","","HK","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","01810","XIAOMI-W","45.88","200","9,176.00","Filled","200@45.88","Oct 22, 2025 11:38:00 HKT","Limit","Day","Allow","","","","HK","HKD","","200","45.88","9,176.00","Oct 22, 2025 11:38:20 HKT","HK","HKD","8038","","3","15","0.39","","","","","","10","0.52","0.25","0.01","","","29.17"
"Short Sell","AMZN260618P195000","AMZN 260618 195.00P","11.40","1","1,140.00","Filled","1@11.40","Oct 21, 2025 09:32:44 ET","Limit","Day","","","","","US","USD","","1","11.40","1,140.00","Oct 21, 2025 09:32:44 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","0.01","","","","","","0","2.52"
"Buy","01810","XIAOMI-W","47.64","200","9,528.00","Filled","200@47.64","Oct 21, 2025 11:16:41 HKT","Limit","Day","Allow","","","","HK","HKD","","200","47.64","9,528.00","Oct 21, 2025 11:30:26 HKT","HK","HKD","6996","","3","15","0.4","","","","","","10","0.54","0.26","0.01","","","29.21"
"Sell","HIMS","Hims & Hers Health","Market Price","20","1,030.61","Filled","20@51.5303","Oct 20, 2025 10:04:57 ET","Market","Day","","Regular Trading Hours","","","US","USD","","20","51.5303","1,030.61","Oct 20, 2025 10:04:58 ET","US","USD","","","0.99","1","0.06","","","","","0.01","","","","","","0","2.06"
"Sell","01810","XIAOMI-W","49.06","200","9,812.00","Cancelled","0@0.00","Oct 20, 2025 11:37:18 HKT","Limit","Day","Allow","","","","HK","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","01810","XIAOMI-W","43.00","400","17,200.00","Cancelled","0@0.00","Oct 20, 2025 03:35:10 HKT","Limit","Good Till Nov 20, 2025 HKT","Allow","","","","HK","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","01810","XIAOMI-W","43.84","200","8,768.00","Cancelled","0@0.00","Oct 20, 2025 03:34:58 HKT","Limit","Good Till Nov 20, 2025 HKT","Allow","","","","HK","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","01810","XIAOMI-W","44.76","200","8,952.00","Cancelled","0@0.00","Oct 20, 2025 03:34:36 HKT","Limit","Good Till Nov 20, 2025 HKT","Allow","","","","HK","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","01810","XIAOMI-W","45.68","200","9,136.00","Filled","200@45.68","Oct 20, 2025 03:34:08 HKT","Limit","Good Till Nov 20, 2025 HKT","Allow","","","","HK","HKD","","200","45.68","9,136.00","Oct 27, 2025 09:30:10 HKT","HK","HKD","6996","","3","15","0.38","","","","","","10","0.52","0.25","0.01","","","29.16"
"Buy","IBIT","iShares Bitcoin Trust","60.69","10","606.90","Failed","0@0.00","Oct 17, 2025 14:10:40 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","HIMS","Hims & Hers Health","53.33","16","853.28","Filled","16@53.3097","Oct 17, 2025 10:54:53 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","16","53.3097","852.96","Oct 17, 2025 10:54:54 ET","US","USD","","","0.99","1","0.05","","","","","","","","","","","0","2.04"
"Sell","BMNR","Bitmine Immersion Technologies","48.94","40","1,957.60","Filled","40@48.965","Oct 17, 2025 10:42:24 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","40","48.965","1,958.60","Oct 17, 2025 10:42:24 ET","US","USD","","","0.99","1","0.12","","","","","0.01","","","","","","0","2.12"
"Sell","09988","BABA-W","153.10","200","30,620.00","Filled","200@153.10","Oct 17, 2025 15:24:02 HKT","Limit","Day","Allow","","","","HK","HKD","","200","153.10","30,620.00","Oct 17, 2025 15:24:05 HKT","HK","HKD","5525","","9.19","15","1.29","","","","","","31","1.73","0.83","0.05","","","59.09"
"Buy","01810","XIAOMI-W","45.68","400","18,272.00","Cancelled","0@0.00","Oct 17, 2025 13:46:38 HKT","Limit","Day","Allow","","","","HK","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","01810","XIAOMI-W","46.62","200","9,324.00","Filled","200@46.62","Oct 17, 2025 10:45:34 HKT","Limit","Day","Allow","","","","HK","HKD","","200","46.62","9,324.00","Oct 17, 2025 10:45:34 HKT","HK","HKD","3079","","3","15","0.39","","","","","","10","0.53","0.25","0.01","","","29.18"
"Sell","HIMS","Hims & Hers Health","Market Price","16","958.64","Filled","16@59.9151","Oct 16, 2025 12:09:22 ET","Market","Day","","Regular Trading Hours","","","US","USD","","16","59.9151","958.64","Oct 16, 2025 12:09:22 ET","US","USD","","","0.99","1","0.05","","","","","0.01","","","","","","0","2.05"
"Sell","HIMS","Hims & Hers Health","59.95","16","959.20","Cancelled","0@0.00","Oct 16, 2025 12:09:15 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","HIMS","Hims & Hers Health","Trigger MKT price","16","0.00","Cancelled","0@0.00","Oct 16, 2025 11:30:22 ET","Market-If-Touched","Day","","Regular Trading Hours","70.00","Allow","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","BMNR","Bitmine Immersion Technologies","54.28","10","542.80","Filled","10@54.26","Oct 14, 2025 12:27:26 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","54.26","542.60","Oct 14, 2025 12:27:27 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","0","2.02"
"Short Sell","AMZN260618P195000","AMZN 260618 195.00P","12.60","1","1,260.00","Filled","1@12.60","Oct 14, 2025 11:56:24 ET","Limit","Day","","","","","US","USD","","1","12.60","1,260.00","Oct 14, 2025 11:56:25 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","0.01","","","","","","0","2.52"
"Sell","UNH","UnitedHealth","357.21","4","1,428.84","Filled","4@357.21","Oct 14, 2025 10:01:47 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","4","357.21","1,428.84","Oct 14, 2025 10:01:55 ET","US","USD","","","0.99","1","0.01","","","","","0.01","","","","","","0","2.01"
"Sell","HIMS","Hims & Hers Health","51.88","20","1,037.60","Filled","20@51.88","Oct 14, 2025 09:34:27 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","51.88","1,037.60","Oct 14, 2025 09:34:28 ET","US","USD","","","0.99","1","0.06","","","","","0.01","","","","","","0","2.06"
"Sell","AMZN","Amazon","213.69","7","1,495.83","Filled","7@213.78","Oct 14, 2025 09:31:40 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","7","213.78","1,496.46","Oct 14, 2025 09:31:41 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Sell","AMZN260618C250000","AMZN 260618 250.00C","13.40","1","1,340.00","Filled","1@13.40","Oct 14, 2025 09:31:25 ET","Limit","Day","","","","","US","USD","","1","13.40","1,340.00","Oct 14, 2025 09:31:25 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","0.01","","","","","","0","2.52"
"Buy","09988","BABA-W","156.00","200","31,200.00","Filled","200@156.00","Oct 14, 2025 15:35:17 HKT","Limit","Day","Allow","","","","HK","HKD","","200","156.00","31,200.00","Oct 14, 2025 15:35:17 HKT","HK","HKD","6997","","9.36","15","1.31","","","","","","32","1.76","0.84","0.05","","","60.32"
"Sell","09988","BABA-W","154.60","200","30,920.00","Filled","200@154.60","Oct 14, 2025 14:21:47 HKT","Limit","Day","Allow","","","","HK","HKD","","200","154.60","30,920.00","Oct 14, 2025 14:21:48 HKT","HK","HKD","5460","","9.28","15","1.3","","","","","","31","1.75","0.83","0.05","","","59.21"
"Buy","BMNR","Bitmine Immersion Technologies","54.91","30","1,647.30","Filled","30@54.795","Oct 13, 2025 10:06:16 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","30","54.795","1,643.85","Oct 13, 2025 10:06:16 ET","US","USD","","","0.99","1","0.09","","","","","","","","","","","0","2.08"
"Sell","BRK.B","Berkshire Hathaway-B","Market Price","4","1,955.36","Filled","4@488.84","Oct 13, 2025 09:35:32 ET","Market","Day","","Regular Trading Hours","","","US","USD","","4","488.84","1,955.36","Oct 13, 2025 09:35:32 ET","US","USD","","","0.99","1","0.01","","","","","0.01","","","","","","0","2.01"
"Buy","BIDU251219C150000","BIDU 251219 150.00C","4.90","2","980.00","Filled","2@4.90","Oct 13, 2025 09:32:19 ET","Limit","Day","","","","","US","USD","","2","4.90","980.00","Oct 13, 2025 09:33:33 ET","US","USD","","","1.99","0.6","","0.03","0.04","0.36","","","","","","","","0","3.02"
"Sell","18099","JPXIAMI@EC2512B.C","0.014","80,000","1,120.00","Filled","80,000@0.014","Oct 13, 2025 11:45:23 HKT","Limit","Day","Not Allowed","","","","HK","HKD","","80,000","0.014","1,120.00","Oct 13, 2025 11:45:23 HKT","HK","HKD","4735","","3","15","0.05","","","","","","0","0.06","0.03","0","","","18.14"
"Buy","09988","BABA-W","160.40","100","16,040.00","Filled","100@160.40","Oct 13, 2025 09:57:24 HKT","Limit","Day","Allow","","","","HK","HKD","","100","160.40","16,040.00","Oct 13, 2025 09:57:25 HKT","HK","HKD","6996","","4.81","15","0.67","","","","","","17","0.91","0.43","0.02","","","38.84"
"Buy","AMZN","Amazon","220.95","7","1,546.65","Filled","7@220.77","Oct 10, 2025 11:47:09 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","7","220.77","1,545.39","Oct 10, 2025 11:47:10 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Buy","BIDU251219C150000","BIDU 251219 150.00C","4.20","1","420.00","Filled","1@4.20","Oct 10, 2025 11:35:26 ET","Limit","Day","","","","","US","USD","","1","4.20","420.00","Oct 10, 2025 11:58:38 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","","","","","","","0","2.51"
"Sell","TSLA","Tesla","Market Price","8","3,343.52","Filled","8@417.94","Oct 10, 2025 11:34:03 ET","Market","Day","","Regular Trading Hours","","","US","USD","","8","417.94","3,343.52","Oct 10, 2025 11:34:04 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Buy","BIDU251219C150000","BIDU 251219 150.00C","4.00","1","400.00","Cancelled","0@0.00","Oct 10, 2025 11:26:18 ET","Limit","Day","","","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","AMZN","Amazon","227.80","5","1,139.00","Filled","5@227.80","Oct 10, 2025 09:46:55 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","227.80","1,139.00","Oct 10, 2025 09:46:55 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Short Sell","BIDU251219C150000","BIDU 251219 150.00C","5.70","3","1,710.00","Filled","3@5.70","Oct 10, 2025 09:32:22 ET","Limit","Day","","","","","US","USD","","3","5.70","1,710.00","Oct 10, 2025 09:32:28 ET","US","USD","","","1.99","0.9","","0.05","0.06","0.54","","0.01","","","","","","0.01","3.56"
"Short Sell","BIDU251219C160000","BIDU 251219 160.00C","4.05","3","1,215.00","Cancelled","0@0.00","Oct 10, 2025 09:31:51 ET","Limit","Day","","","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","AMZN","Amazon","224.04","5","1,120.20","Filled","5@224.04","Oct 9, 2025 12:20:39 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","224.04","1,120.20","Oct 9, 2025 12:20:48 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Sell","FIG","Figma Inc","Market Price","10","678.81","Filled","10@67.8814","Oct 9, 2025 09:52:12 ET","Market","Day","","Regular Trading Hours","","","US","USD","","10","67.8814","678.81","Oct 9, 2025 09:52:12 ET","US","USD","","","0.99","1","0.03","","","","","0.01","","","","","","0","2.03"
"Sell","FIG","Figma Inc","68.03","18","1,224.54","Failed","0@0.00","Oct 9, 2025 09:51:50 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","OSCR","Oscar Health","Market Price","15","329.85","Filled","15@21.99","Oct 8, 2025 09:47:33 ET","Market","Day","","Regular Trading Hours","","","US","USD","","15","21.99","329.85","Oct 8, 2025 09:47:34 ET","US","USD","","","0.99","1","0.05","","","","","0.01","","","","","","0","2.05"
"Buy","TSLA","Tesla","430.80","8","3,446.40","Filled","8@430.625","Oct 8, 2025 09:44:47 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","8","430.625","3,445.00","Oct 8, 2025 09:44:47 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Buy","HIMS","Hims & Hers Health","56.87","50","2,843.50","Filled","50@56.87","Oct 7, 2025 12:27:47 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","50","56.87","2,843.50","Oct 7, 2025 12:27:48 ET","US","USD","","","0.99","1","0.15","","","","","","","","","","","0","2.14"
"Buy","HIMS","Hims & Hers Health","Market Price","25","1,420.44","Filled","25@56.8176","Oct 7, 2025 12:27:32 ET","Market","Day","","Regular Trading Hours","","","US","USD","","25","56.8176","1,420.44","Oct 7, 2025 12:27:32 ET","US","USD","","","0.99","1","0.08","","","","","","","","","","","0","2.07"
"Buy","HIMS","Hims & Hers Health","55.71","25","1,392.75","Cancelled","0@0.00","Oct 7, 2025 12:27:25 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","HIMS","Hims & Hers Health","55.73","25","1,393.25","Cancelled","0@0.00","Oct 7, 2025 12:27:15 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","OSCR","Oscar Health","22.84","15","342.60","Filled","15@22.8503","Oct 7, 2025 11:42:30 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","15","22.8503","342.75","Oct 7, 2025 11:42:30 ET","US","USD","","","0.99","1","0.05","","","","","0.01","","","","","","0","2.05"
"Buy","AMZN260618C250000","AMZN 260618 250.00C","16.00","1","1,600.00","Filled","1@16.00","Oct 7, 2025 11:13:54 ET","Limit","Day","","","","","US","USD","","1","16.00","1,600.00","Oct 7, 2025 11:13:54 ET","US","USD","","","1.99","0.3","","0.02","0.02","0.18","","","","","","","","0","2.51"
"Sell","BMNR","Bitmine Immersion Technologies","59.53","30","1,785.90","Filled","30@59.67","Oct 7, 2025 11:10:12 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","30","59.67","1,790.10","Oct 7, 2025 11:10:12 ET","US","USD","","","0.99","1","0.09","","","","","0.01","","","","","","0","2.09"
"Sell","BMNR","Bitmine Immersion Technologies","60.50","20","1,210.00","Filled","20@60.5305","Oct 7, 2025 11:05:15 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","60.5305","1,210.61","Oct 7, 2025 11:05:30 ET","US","USD","","","0.99","1","0.06","","","","","0.01","","","","","","0","2.06"
"Buy","FIG","Figma Inc","60.89","10","608.90","Filled","10@60.89","Oct 6, 2025 13:52:50 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","60.89","608.90","Oct 6, 2025 13:52:53 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","0","2.02"
"Sell","FIG","Figma Inc","Market Price","55","3,284.41","Filled","55@59.7166","Oct 6, 2025 13:48:28 ET","Market","Day","","Regular Trading Hours","","","US","USD","","55","59.7166","3,284.41","Oct 6, 2025 13:48:28 ET","US","USD","","","0.99","1","0.17","","","","","0.01","","","","","","0","2.17"
