"方向","代码","名称","订单价格","订单数量","订单金额","交易状态","已成交@均价","下单时间","订单类型","期限","盘前竞价","时段","触发价","允许开仓","市场","币种","订单来源","成交数量","成交价格","成交金额","成交时间","市场","币种","对手经纪","备注","佣金","平台使用费","交收费","印花税","交易费","证监会征费","财汇局征费","期权监管费","期权清算费","期权交收费","证监会规费","交易活动费","交易系统使用费","综合审计跟踪监管费","合计费用"
"买入","OSCR","Oscar Health","17.30","40","692.00","已撤单","0@0.00","2025/09/19 09:13:15 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","FIG","Figma Inc","56.96","10","569.60","全部成交","10@56.96","2025/09/18 10:40:33 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","56.96","569.60","2025/09/18 10:40:40 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","0","2.02"
"买入","OSCR","Oscar Health","18.21","30","546.30","全部成交","30@18.1883","2025/09/18 10:35:44 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","30","18.1883","545.65","2025/09/18 10:35:44 (美东)","美股","USD","","","0.99","1","0.09","","","","","","","","","","","0","2.08"
"卖出","INOD","Innodata","68.31","10","683.10","全部成交","10@68.324","2025/09/17 10:23:58 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","68.324","683.24","2025/09/17 10:23:59 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","0.01","","0","2.03"
"买入","BRKB251219P440000","BRKB 251219 440.00P","3.05","1","305.00","全部成交","1@3.05","2025/09/17 09:32:59 (美东)","限价单","当日有效","","","","","美股","USD","","1","3.05","305.00","2025/09/17 09:32:59 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","","","0","2.51"
"卖出","BIDU260618P105000","BIDU 260618 105.00P","8.05","1","805.00","全部成交","1@8.05","2025/09/16 13:14:33 (美东)","限价单","当日有效","","","","","美股","USD","","1","8.05","805.00","2025/09/16 13:14:36 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","0.01","","0","2.52"
"买入","BIDU260116C140000","BIDU 260116 140.00C","8.80","1","880.00","全部成交","1@8.80","2025/09/16 13:14:02 (美东)","限价单","当日有效","","","","","美股","USD","","1","8.80","880.00","2025/09/16 13:14:19 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","","","0","2.51"
"买入","BIDU260320P105/260618P105","BIDU 日历策略","2.18","1组","218.00","全部成交","1组@2.05","2025/09/16 10:30:57 (美东)","限价单","当日有效","","","","","美股","USD","","","","","","","","","","3.98","0.6","","","","","","0.04","0.04","0.36","","0.01","","0","5.03"
"卖出","BIDU260320P105000","BIDU 260320 105.00P","","1","","","","","","","","","","","","","","1","6.71","671.00","2025/09/16 10:30:57 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","BIDU260618P105000","BIDU 260618 105.00P","","1","","","","","","","","","","","","","","1","8.76","876.00","2025/09/16 10:30:57 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"卖出","HIMS","Hims & Hers Health","51.50","20","1,030.00","全部成交","20@51.5603","2025/09/16 09:55:41 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","20","51.5603","1,031.21","2025/09/16 09:55:52 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","","0.01","","0","2.06"
"卖出","TSLL","2倍做多TSLA ETF-Direxion","18.94","20","378.80","全部成交","20@18.94","2025/09/15 12:44:49 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","20","18.94","378.80","2025/09/15 13:26:04 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","","0.01","","0","2.06"
"卖空","BIDU260116C140000","BIDU 260116 140.00C","5.50","1","550.00","全部成交","1@5.50","2025/09/15 10:25:32 (美东)","限价单","当日有效","","","","","美股","USD","","1","5.50","550.00","2025/09/15 10:25:43 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","0.01","","0","2.52"
"卖出","HIMS260618C60000","HIMS 260618 60.00C","14.80","1","1,480.00","全部成交","1@14.80","2025/09/15 10:24:39 (美东)","限价单","当日有效","","","","","美股","USD","","1","14.80","1,480.00","2025/09/15 10:24:42 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","0.01","","0","2.52"
"买入","HIMS","Hims & Hers Health","53.39","10","533.90","全部成交","10@53.35","2025/09/12 12:28:21 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","53.35","533.50","2025/09/12 12:28:21 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","0","2.02"
"卖出","OPEN260220C12000","OPEN 260220 12.00C","2.96","1","296.00","全部成交","1@2.96","2025/09/12 10:50:25 (美东)","限价单","当日有效","","","","","美股","USD","","1","2.96","296.00","2025/09/12 10:50:32 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","0.01","","0","2.52"
"买入","BIDU260320P105000","BIDU 260320 105.00P","7.90","1","790.00","全部成交","1@7.90","2025/09/12 09:34:42 (美东)","限价单","当日有效","","","","","美股","USD","","1","7.90","790.00","2025/09/12 09:34:47 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","","","0","2.51"
"买入","BIDU260320P105000","BIDU 260320 105.00P","7.95","1","795.00","全部成交","1@7.95","2025/09/12 09:34:32 (美东)","限价单","当日有效","","","","","美股","USD","","1","7.95","795.00","2025/09/12 09:34:32 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","","","0","2.51"
"卖空","BIDU260320P105000","BIDU 260320 105.00P","7.90","1","790.00","全部成交","1@7.90","2025/09/12 09:34:01 (美东)","限价单","当日有效","","","","","美股","USD","","1","7.90","790.00","2025/09/12 09:34:02 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","0.01","","0","2.52"
"买入","BIDU260320P105000","BIDU 260320 105.00P","7.90","1","790.00","已撤单","0@0.00","2025/09/12 09:33:40 (美东)","限价单","当日有效","","","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖空","BIDU260320C125000","BIDU 260320 125.00C","12.80","1","1,280.00","已撤单","0@0.00","2025/09/12 09:32:40 (美东)","限价单","当日有效","","","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","FIG","Figma Inc","53.94","20","1,078.80","全部成交","20@53.9397","2025/09/11 14:18:02 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","20","53.9397","1,078.79","2025/09/11 14:18:02 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","","","","0","2.05"
"买入","BIDU251219P90000","BIDU 251219 90.00P","市价","2","0.00","已撤单","0@0.00","2025/09/11 12:21:10 (美东)","市价单","当日有效","","","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","HIMS260618C60000","HIMS 260618 60.00C","11.55","1","1,155.00","全部成交","1@11.55","2025/09/11 09:32:34 (美东)","限价单","当日有效","","","","","美股","USD","","1","11.55","1,155.00","2025/09/11 09:32:34 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","","","0","2.51"
"卖出","INOD","Innodata","58.00","8","464.00","全部成交","8@58.26","2025/09/10 12:11:57 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","8","58.26","466.08","2025/09/10 12:12:15 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","0.01","","0","2.02"
"卖出","MIU251030C55000","小米 251030 55.00 购","2.84","1","2,840.00","全部成交","1@2.84","2025/09/10 14:45:13 (香港)","限价单","当日有效","","","","","港股","HKD","","1","2.84","2,840.00","2025/09/10 14:45:14 (香港)","港股","HKD","","","5.68","15","","","","","","","","","","","1","","21.68"
"买入","OPEN260220C12000","OPEN 260220 12.00C","1.83","1","183.00","全部成交","1@1.83","2025/09/08 11:31:54 (美东)","限价单","当日有效","","","","","美股","USD","","1","1.83","183.00","2025/09/08 11:31:54 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","","","0","2.51"
"卖空","MSTR260116P300000","MSTR 260116 300.00P","30.30","1","3,030.00","全部成交","1@30.30","2025/09/08 10:34:58 (美东)","限价单","当日有效","","","","","美股","USD","","1","30.30","3,030.00","2025/09/08 10:34:59 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","0.01","","0","2.52"
"买入","FIG","Figma Inc","55.48","10","554.80","全部成交","10@55.48","2025/09/04 14:28:02 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","55.48","554.80","2025/09/04 14:28:02 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","0","2.02"
"买入","OSCR","Oscar Health","16.10","30","483.00","已撤单","0@0.00","2025/09/04 10:01:51 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","OSCR","Oscar Health","18.20","40","728.00","全部成交","40@18.25","2025/09/04 08:43:02 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","40","18.25","730.00","2025/09/04 08:51:12 (美东)","美股","USD","","","0.99","1","0.12","","","","","","","","","0.01","","0","2.12"
"买入","TSLL","2倍做多TSLA ETF-Direxion","12.19","80","975.20","全部成交","80@12.175","2025/09/03 10:14:18 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","80","12.175","974.00","2025/09/03 10:14:18 (美东)","美股","USD","","","0.99","1","0.24","","","","","","","","","","","0","2.23"
"卖出","BRK.B","伯克希尔-B","499.59","2","999.18","全部成交","2@499.59","2025/09/02 12:44:49 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","2","499.59","999.18","2025/09/02 12:46:01 (美东)","美股","USD","","","0.99","1","0.01","","","","","","","","","0.01","","0","2.01"
"卖出","09988","阿里巴巴-W","134.40","100","13,440.00","全部成交","100@134.40","2025/09/01 09:39:31 (香港)","限价单","当日有效","允许","","","","港股","HKD","","100","134.40","13,440.00","2025/09/01 09:39:33 (香港)","港股","HKD","7367","","4.03","15","0.56","14","0.76","0.36","0.02","","","","","","","","34.73"
"买入","09988","阿里巴巴-W","134.60","200","26,920.00","全部成交","200@134.50","2025/09/01 09:35:18 (香港)","限价单","当日有效","允许","","","","港股","HKD","","200","134.50","26,900.00","2025/09/01 09:35:18 (香港)","港股","HKD","5460","","8.07","15","1.13","27","1.52","0.73","0.04","","","","","","","","53.49"
"卖出","09988","阿里巴巴-W","市价","200","26,800.00","全部成交","200@134.00","2025/09/01 09:32:58 (香港)","市价单","当日有效","","","","","港股","HKD","","200","134.00","26,800.00","2025/09/01 09:32:59 (香港)","港股","HKD","2083","","8.04","15","1.13","27","1.51","0.72","0.04","","","","","","","","53.44"
"买入","09988","阿里巴巴-W","117.10","100","11,710.00","全部成交","100@117.10","2025/08/28 11:48:09 (香港)","限价单","当日有效","允许","","","","港股","HKD","","100","117.10","11,710.00","2025/08/28 11:48:09 (香港)","港股","HKD","4107","","3.51","15","0.49","12","0.66","0.32","0.02","","","","","","","","32"
"卖出","BRKB251219C500000","BRKB 251219 500.00C","18.35","1","1,835.00","全部成交","1@18.35","2025/08/27 10:09:37 (美东)","限价单","当日有效","","","","","美股","USD","","1","18.35","1,835.00","2025/08/27 10:09:44 (美东)","美股","USD","","","1.99","0.3","","","","","","0.02","0.02","0.18","","0.01","","0","2.52"
"卖出","OSCR","Oscar Health","16.41","20","328.20","全部成交","20@16.4102","2025/08/26 10:31:26 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","20","16.4102","328.20","2025/08/26 10:31:29 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","","0.01","","0","2.06"
"卖出","OSCR260320C15000","OSCR 260320 15.00C","4.80","2","960.00","全部成交","2@4.80","2025/08/26 10:01:16 (美东)","限价单","当日有效","","","","","美股","USD","","2","4.80","960.00","2025/08/26 10:01:18 (美东)","美股","USD","","","1.99","0.6","","","","","","0.03","0.04","0.36","","0.01","","0.01","3.04"
"买入","01810","小米集团-W","53.40","200","10,680.00","全部成交","200@53.40","2025/08/26 15:22:29 (香港)","限价单","当日有效","允许","","","","港股","HKD","","200","53.40","10,680.00","2025/08/26 15:22:30 (香港)","港股","HKD","6996","","3.2","15","0.45","11","0.6","0.29","0.02","","","","","","","","30.56"
"买入","MSTR","Strategy","352.86","5","1,764.30","全部成交","5@352.86","2025/08/22 10:49:37 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","352.86","1,764.30","2025/08/22 10:49:37 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"卖出","MSTR","Strategy","市价","5","1,740.26","全部成交","5@348.0522","2025/08/22 10:19:36 (美东)","市价单","当日有效","","盘中","","","美股","USD","","5","348.0522","1,740.26","2025/08/22 10:19:36 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","0.01","","0","2.02"
"买入","MSTR","Strategy","350.31","5","1,751.55","全部成交","5@350.31","2025/08/22 10:18:14 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","350.31","1,751.55","2025/08/22 10:18:14 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"买入","FIG","FIGMA INC","73.25","1","73.25","全部成交","1@73.25","2025/08/22 09:15:20 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","1","73.25","73.25","2025/08/22 09:15:23 (美东)","美股","USD","","","0.99","1","0","","","","","","","","","","","0","1.99"
"买入","09988","阿里巴巴-W","116.30","100","11,630.00","全部成交","100@116.30","2025/08/22 10:26:46 (香港)","限价单","当日有效","允许","","","","港股","HKD","","100","116.30","11,630.00","2025/08/22 10:26:46 (香港)","港股","HKD","3436","","3.49","15","0.49","12","0.66","0.31","0.02","","","","","","","","31.97"
"买入","UNH","联合健康","303.73","5","1,518.65","全部成交","5@303.73","2025/08/21 10:35:04 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","303.73","1,518.65","2025/08/21 10:35:09 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"买入","01810","小米集团-W","51.45","200","10,290.00","全部成交","200@51.45","2025/08/21 10:57:32 (香港)","限价单","当日有效","允许","","","","港股","HKD","","200","51.45","10,290.00","2025/08/21 10:57:39 (香港)","港股","HKD","5999","","3.09","15","0.43","11","0.58","0.28","0.02","","","","","","","","30.4"
"买入","INOD","Innodata","37.01","11","407.11","全部成交","11@36.9873","2025/08/20 10:05:36 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","11","36.9873","406.86","2025/08/20 10:05:36 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","0","2.02"
"买入","INOD","Innodata","37.01","11","407.11","全部成交","11@36.9867","2025/08/20 10:05:32 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","11","36.9867","406.85","2025/08/20 10:05:33 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","0","2.02"
