Side,Symbol,Name,Order Price,Order Qty,Order Amount,Status,Filled@Avg Price,Order Time,Order Type,Time-in-Force,Allow Pre-Market,Session,Trigger price,Position Opening,Markets,Currency,Order Source,Fill Qty,Fill Price,Fill Amount,Fill Time,Markets.1,Currency.1,Counterparty,Remarks,Commission,Platform Fees,Settlement Fees,Options Regulatory Fees,OCC Fees,Option Settlement Fees,SEC Fees,Trading Activity Fees,Stamp Duty,Trading Fees,SFC Levy,FRC Levy,Trading Tariff,Consolidated Audit Trail Fees,Total
Sell,SBUX260116C100000,SBUX 260116 100.00C,6.13,1,6.13,Filled,1@5.46,"Jun 9, 2025 09:35:03 ET",Limit,Day,,,,,US,USD,,1,6.01,6.01,"Jun 9, 2025 09:35:06 ET",US,USD,,,2.01,0.3,,0.01,0.02,0.18,,0.01,,,,,,0.0,2.53
Sell,INOD,Innodata,47.09,13,612.17,Filled,12@44.89,"Jun 5, 2025 13:02:01 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,12,50.78,609.36,"Jun 5, 2025 13:02:28 ET",US,USD,,,0.9,0.9,0.04,,,,,0.01,,,,,,0.0,1.85
Buy,GOOGL,Alphabet-A,155.4,5,777.0,Filled,5@163.28,"Jun 4, 2025 13:29:45 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,182.79,913.95,"Jun 4, 2025 13:29:45 ET",US,USD,,,0.97,1.08,0.02,,,,,,,,,,,0.0,2.07
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,12.72,104,1322.88,Filled,102@12.82,"Jun 4, 2025 12:33:04 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,100,14.58,1458.0,"Jun 4, 2025 12:33:06 ET",US,USD,,,1.04,0.95,0.32,,,,,0.02,,,,,,0.0,2.33
Buy,INOD,Innodata,41.35,14,578.9,Cancelled,0@0.0,"Jun 4, 2025 10:28:39 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,14.86,99,1471.14,Filled,106@13.19,"Jun 4, 2025 10:27:58 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,92,13.38,1230.96,"Jun 4, 2025 10:27:59 ET",US,USD,,,0.91,1.02,0.3,,,,,,,,,,,0.0,2.23
Sell,TSM,Taiwan Semiconductor,212.63,11,2338.93,Filled,10@209.89,"Jun 4, 2025 10:09:00 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,9,212.41,1911.69,"Jun 4, 2025 10:09:00 ET",US,USD,,,0.94,1.0,0.03,,,,,0.01,,,,,,0.0,1.98
Buy,INOD,Innodata,46.1,26,1198.6,Filled,25@41.61,"Jun 3, 2025 09:39:20 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,26,38.82,1009.32,"Jun 3, 2025 14:05:46 ET",US,USD,,,0.92,0.98,0.09,,,,,,,,,,,0.0,1.99
Buy,INOD,Innodata,Market Price,26,,Filled,27@42.27,"May 29, 2025 11:50:01 ET",Market,Day,,Regular Trading Hours,,,US,USD,,24,38.74,929.76,"May 29, 2025 11:50:01 ET",US,USD,,,1.02,0.92,0.09,,,,,,,,,,,0.0,2.03
Buy,INOD,Innodata,35.74,41,1465.34,Cancelled,0@0.0,"May 29, 2025 08:43:54 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,INOD,Innodata,34.01,26,884.26,Cancelled,0@0.0,"May 29, 2025 08:43:43 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,INOD,Innodata,35.62,25,890.5,Cancelled,0@0.0,"May 29, 2025 08:43:36 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,GOOGL,Alphabet-A,159.01,9,1431.09,Filled,10@186.57,"May 27, 2025 15:11:59 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,10,171.15,1711.5,"May 27, 2025 15:11:59 ET",US,USD,,,1.07,1.02,0.03,,,,,,,,,,,0.0,2.12
Buy,AMZN,Amazon,216.82,21,4553.22,Filled,19@192.53,"May 27, 2025 15:11:30 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,20,212.42,4248.4,"May 27, 2025 15:11:32 ET",US,USD,,,0.95,0.95,0.06,,,,,,,,,,,0.0,1.96
Sell,AAPL260116C235000,AAPL 260116 235.00C,7.65,1,7.65,Cancelled,0@0.0,"May 23, 2025 14:36:07 ET",Limit,Day,,,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,AAPL260116C235000,AAPL 260116 235.00C,6.92,1,6.92,Filled,1@7.62,"May 23, 2025 14:30:54 ET",Limit,Day,,,,,US,USD,,1,7.27,7.27,"May 23, 2025 14:30:54 ET",US,USD,,,1.89,0.3,,0.01,0.02,0.19,,,,,,,,,2.41
Buy,AAPL,Apple,Market Price,9,,Filled,10@185.03,"May 23, 2025 14:24:07 ET",Market,Day,,Regular Trading Hours,,,US,USD,,10,198.96,1989.6,"May 23, 2025 14:24:08 ET",US,USD,,,0.95,1.02,0.03,,,,,,,,,,,,2.0
Buy,AAPL,Apple,200.19,10,2001.9,Cancelled,0@0.0,"May 23, 2025 14:23:44 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,AAPL,Apple,187.47,18,3374.46,Filled,21@186.53,"May 22, 2025 10:04:34 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,21,214.37,4501.77,"May 22, 2025 10:04:39 ET",US,USD,,,1.02,1.01,0.06,,,,,0.01,,,,,,,2.1
Sell,AAPL260116C235000,AAPL 260116 235.00C,9.12,2,18.24,Filled,2@8.55,"May 22, 2025 10:01:56 ET",Limit,Day,,,,,US,USD,,1,9.14,9.14,"May 22, 2025 10:02:00 ET",US,USD,,,1.84,0.64,,0.02,0.04,0.35,,0.02,,,,,,,2.91
,,,,,,,,,,,,,,,,,,1,7.74,7.74,"May 22, 2025 10:02:00 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,TSM,Taiwan Semiconductor,193.13,23,4441.99,Cancelled,0@0.0,"May 19, 2025 09:42:56 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,TSLA,Tesla,367.75,12,4413.0,Filled,12@326.81,"May 19, 2025 09:39:12 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,12,317.9,3814.8,"May 19, 2025 09:39:16 ET",US,USD,,,1.06,0.91,0.04,,,,,0.01,,,,,,,2.02
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,15.13,96,1452.48,Filled,103@12.95,"May 19, 2025 09:38:59 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,92,12.91,1187.72,"May 19, 2025 09:38:59 ET",US,USD,,,0.9,0.93,0.29,,,,,0.02,,,,,,,2.14
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,15.21,112,1703.52,Filled,129@13.44,"May 19, 2025 09:13:27 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,127,15.22,1932.94,"May 19, 2025 09:13:41 ET",US,USD,,,1.02,1.03,0.37,,,,,0.02,,,,,,,2.44
Buy,SBUX260116C100000,SBUX 260116 100.00C,3.67,1,3.67,Filled,1@3.68,"May 14, 2025 09:44:54 ET",Limit,Day,,,,,US,USD,,1,4.1,4.1,"May 14, 2025 09:44:56 ET",US,USD,,,2.13,0.27,,0.01,0.02,0.18,,,,,,,,,2.61
Sell,SVIX250620C21000,SVIX 250620 21.00C,Market Price,5,,Failed,0@0.0,"May 13, 2025 13:20:19 ET",Market,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,TSLA,Tesla,340.96,14,4773.44,Filled,14@336.11,"May 13, 2025 13:02:21 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,13,352.6,4583.8,"May 13, 2025 13:02:27 ET",US,USD,,,0.96,1.07,0.04,,,,,,,,,,,,2.07
Buy,AAPL260116C235000,AAPL 260116 235.00C,10.58,2,21.16,Filled,2@9.9,"May 13, 2025 12:07:30 ET",Limit,Day,,,,,US,USD,,2,10.34,20.68,"May 13, 2025 12:07:30 ET",US,USD,,,1.98,0.62,,0.03,0.04,0.36,,,,,,,,,3.03
Buy,AAPL,Apple,229.65,16,3674.4,Filled,16@207.91,"May 13, 2025 08:31:12 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,14,192.96,2701.44,"May 13, 2025 08:31:22 ET",US,USD,,,1.08,1.07,0.05,,,,,,,,,,,,2.2
Sell,GOOGL260116C180000,GOOGL 260116 180.00C,8.75,1,8.75,Filled,1@8.33,"May 12, 2025 09:53:30 ET",Limit,Day,,,,,US,USD,,1,8.78,8.78,"May 12, 2025 09:53:30 ET",US,USD,,,2.01,0.29,,0.01,0.02,0.2,0.02,0.01,,,,,,,2.56
Buy,AAPL,Apple,222.81,5,1114.05,Filled,5@193.16,"May 12, 2025 09:51:59 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,224.55,1122.75,"May 12, 2025 09:52:00 ET",US,USD,,,0.94,1.08,0.02,,,,,,,,,,,,2.04
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,13.26,93,1233.18,Filled,104@12.81,"May 12, 2025 09:41:35 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,110,11.99,1318.9,"May 12, 2025 09:41:46 ET",US,USD,,,0.98,0.91,0.33,,,,0.03,0.02,,,,,,,2.27
Sell,SVXY,ProShares Short VIX Short-Term Futures ETF,38.41,141,5415.81,Filled,144@41.59,"May 12, 2025 09:30:41 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,138,39.55,5457.9,"May 12, 2025 09:30:48 ET",US,USD,,,1.08,0.98,0.41,,,,0.18,0.02,,,,,,,2.67
Sell,AMZN250815C215000,AMZN 250815 215.00C,5.92,1,5.92,Filled,1@5.34,"May 8, 2025 11:56:53 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,5.2,5.2,"May 8, 2025 11:56:53 ET",US,USD,,,2.07,0.28,,0.01,0.02,0.17,0.02,0.01,,,,,,,2.58
Sell,SVIX,-1x Short VIX Futures ETF,12.2,52,634.4,Filled,51@12.28,"May 8, 2025 11:54:43 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,53,14.43,764.79,"May 8, 2025 11:54:43 ET",US,USD,,,0.93,1.03,0.15,,,,0.02,0.01,,,,,,,2.14
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,11.1,60,666.0,Filled,64@9.51,"May 8, 2025 11:24:45 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,13,9.93,129.09,"May 8, 2025 16:00:38 ET",US,USD,,,1.01,1.02,0.19,,,,,,,,,,,,2.22
,,,,,,,,,,,,,,,,,,51,10.31,525.81,"May 8, 2025 16:00:38 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,11.07,58,642.06,Filled,63@9.54,"May 8, 2025 11:21:37 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,59,9.5,560.5,"May 8, 2025 11:21:38 ET",US,USD,,,1.02,1.04,0.19,,,,,,,,,,,,2.25
Buy,GOOGL260116C180000,GOOGL 260116 180.00C,7.7,1,7.7,Filled,1@7.51,"May 8, 2025 10:24:02 ET",Limit,Day,,,,,US,USD,,1,8.78,8.78,"May 8, 2025 10:24:02 ET",US,USD,,,2.04,0.31,,0.01,0.02,0.17,,,,,,,,,2.55
Buy,TSM,Taiwan Semiconductor,186.56,11,2052.16,Filled,9@164.91,"May 8, 2025 10:02:46 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,11,162.67,1789.37,"May 8, 2025 10:02:47 ET",US,USD,,,1.0,1.06,0.03,,,,,,,,,,,,2.09
Sell,SVXY,ProShares Short VIX Short-Term Futures ETF,38.02,48,1824.96,Filled,48@38.51,"May 8, 2025 10:02:26 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,49,37.97,1860.53,"May 8, 2025 10:02:27 ET",US,USD,,,0.99,0.94,0.14,,,,0.05,0.01,,,,,,,2.13
Sell,HIMS,Hims & Hers Health,51.08,49,2502.92,Filled,47@55.31,"May 8, 2025 10:01:52 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,55,54.96,3022.8,"May 8, 2025 10:01:54 ET",US,USD,,,1.02,0.99,0.15,,,,0.07,0.01,,,,,,,2.24
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,10.2,211,2152.2,Filled,192@8.73,"May 7, 2025 11:11:56 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,211,10.09,2128.99,"May 7, 2025 11:11:56 ET",US,USD,,,0.95,1.02,0.56,,,,,,,,,,,,2.53
Sell,HIMS,Hims & Hers Health,Trigger MKT price,52,,Cancelled,0@0.0,"May 6, 2025 14:35:43 ET",Stop,Day,,Regular Trading Hours,48.2,Allow,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,HIMS,Hims & Hers Health,41.13,51,2097.63,Filled,50@40.83,"May 6, 2025 10:07:37 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,47,47.23,2219.81,"May 6, 2025 10:07:38 ET",US,USD,,,0.96,1.09,0.16,,,,,,,,,,,,2.21
Buy,AMZN,Amazon,169.9,10,1699.0,Filled,11@181.34,"May 2, 2025 09:55:46 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,11,184.66,2031.26,"May 2, 2025 09:55:46 ET",US,USD,,,1.0,0.92,0.03,,,,,,,,,,,,1.95
Buy,09988,BABA-W,114.98,102,11727.96,Filled,90@126.71,"May 2, 2025 14:58:14 HKT",Limit,Day,Allow,,,,HK,HKD,,102,128.44,13100.88,"May 2, 2025 14:58:14 HKT",HK,HKD,,,3.9,14.4,2.05,,,,,,13.23,0.7,0.36,0.02,,,34.66
Buy,TSLA260116C500000,TSLA 260116 500.00C,14.77,1,14.77,Failed,0@0.0,"May 1, 2025 13:15:26 ET",Limit,Day,,,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,AMZN,Amazon,203.16,9,1828.44,Filled,11@202.06,"May 1, 2025 12:14:42 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,10,176.28,1762.8,"May 1, 2025 12:14:44 ET",US,USD,,,0.98,0.97,0.03,,,,,,,,,,,,1.98
Sell,TSM250815C170000,TSM 250815 170.00C,17.6,1,17.6,Filled,1@14.97,"May 1, 2025 09:38:37 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,15.83,15.83,"May 1, 2025 09:38:37 ET",US,USD,,,1.94,0.29,,0.01,0.02,0.18,0.04,0.01,,,,,,,2.49
Sell,AMZN250815C215000,AMZN 250815 215.00C,5.88,1,5.88,Filled,1@6.16,"May 1, 2025 09:31:33 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,5.66,5.66,"May 1, 2025 09:31:37 ET",US,USD,,,1.89,0.27,,0.01,0.02,0.17,0.02,0.01,,,,,,,2.39
Buy,AMZN250815C215000,AMZN 250815 215.00C,5.55,1,5.55,Filled,1@4.94,"Apr 29, 2025 10:32:48 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,5.36,5.36,"Apr 29, 2025 10:32:49 ET",US,USD,,,1.91,0.3,,0.01,0.02,0.17,,,,,,,,,2.41
Buy,AMZN250815C215000,AMZN 250815 215.00C,5.73,1,5.73,Filled,1@5.54,"Apr 25, 2025 10:44:15 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,5.74,5.74,"Apr 25, 2025 10:44:15 ET",US,USD,,,1.79,0.3,,0.01,0.02,0.17,,,,,,,,,2.29
Short Sell,01024,KUAISHOU-W,55.3,575,31797.5,Failed,0@0.0,"Apr 25, 2025 00:42:08 HKT",Limit,Day,Allow,,,,HK,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,NVDA,NVIDIA,98.71,24,2369.04,Cancelled,0@0.0,"Apr 24, 2025 12:24:50 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,SVXY,ProShares Short VIX Short-Term Futures ETF,39.82,52,2070.64,Filled,55@35.11,"Apr 23, 2025 10:19:27 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,47,39.91,1875.77,"Apr 23, 2025 10:19:28 ET",US,USD,,,1.05,0.96,0.14,,,,0.05,0.01,,,,,,,2.21
Sell,SVIX,-1x Short VIX Futures ETF,11.08,48,531.84,Filled,50@11.04,"Apr 23, 2025 10:19:10 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,47,10.88,511.36,"Apr 23, 2025 10:26:06 ET",US,USD,,,1.06,0.93,0.15,,,,0.02,0.01,,,,,,,2.17
Sell,QQQ250630C460/465, Vertical,3.12,2unit(s),,Filled,2unit(s)@2.85,"Apr 23, 2025 10:10:48 ET",Limit,Day,,,,,US,USD,,,,,,,,,,3.86,1.25,,0.06,0.08,0.79,0.14,0.01,,,,,,,6.19
Sell,QQQ250630C460000,,,2,,,,,,,,,,,,,,2,23.72,47.44,"Apr 23, 2025 10:12:44 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,QQQ250630C465000,,,2,,,,,,,,,,,,,,2,21.26,42.52,"Apr 23, 2025 10:12:44 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,TSM250620C170000,TSM 250620 170.00C,4.68,2,9.36,Filled,2@4.54,"Apr 23, 2025 10:10:19 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,5.45,10.9,"Apr 23, 2025 10:10:26 ET",US,USD,,,1.98,0.57,,0.03,0.04,0.33,0.03,0.01,,,,,,,2.99
Buy,TSM250815C170000,TSM 250815 170.00C,8.9,1,8.9,Filled,1@8.54,"Apr 17, 2025 11:22:06 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,8.62,8.62,"Apr 17, 2025 11:22:07 ET",US,USD,,,1.79,0.3,,0.01,0.02,0.17,,,,,,,,,2.29
Buy,QQQ250630C460/465, Vertical,2.57,2unit(s),,Cancelled,0unit(s)@0.00,"Apr 14, 2025 12:00:13 ET",Limit,Day,,,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,QQQ250630C460000,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,QQQ250630C465000,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,QQQ250630C460/465, Vertical,2.63,2unit(s),,Filled,2unit(s)@2.85,"Apr 14, 2025 11:59:39 ET",Limit,Day,,,,,US,USD,,,,,,,,,,4.32,1.21,,0.06,0.08,0.67,0.12,0.01,,,,,,,6.47
Buy,QQQ250630C460000,,,2,,,,,,,,,,,,,,2,22.22,44.44,"Apr 14, 2025 12:00:02 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,QQQ250630C465000,,,2,,,,,,,,,,,,,,2,22.1,44.2,"Apr 14, 2025 12:00:02 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,QQQ250414C458/463, Vertical,1.1,3unit(s),,Filled,3unit(s)@1.11,"Apr 14, 2025 11:58:30 ET",Limit,Day,,,,,US,USD,,,,,,,,,,4.34,1.87,,0.08,0.11,1.14,0.01,0.01,,,,,,,7.56
Sell,QQQ250414C458000,,,3,,,,,,,,,,,,,,3,1.48,4.44,"Apr 14, 2025 11:58:37 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,QQQ250414C463000,,,3,,,,,,,,,,,,,,3,0.39,1.17,"Apr 14, 2025 11:58:37 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,QQQ250414C458/463, Vertical,1.3,3unit(s),,Filled,3unit(s)@1.23,"Apr 14, 2025 11:57:50 ET",Limit,Day,,,,,US,USD,,,,,,,,,,3.96,1.84,,0.07,0.11,1.12,0.01,0.01,,,,,,,7.12
Buy,QQQ250414C458000,,,3,,,,,,,,,,,,,,3,1.55,4.65,"Apr 14, 2025 11:57:51 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,QQQ250414C463000,,,3,,,,,,,,,,,,,,3,0.36,1.08,"Apr 14, 2025 11:57:51 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,TSM250620P170000,TSM 250620 170.00P,19.21,1,19.21,Filled,1@20.91,"Apr 14, 2025 11:41:41 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,18.72,18.72,"Apr 14, 2025 11:41:45 ET",US,USD,,,1.79,0.28,,0.01,0.02,0.18,0.06,0.01,,,,,,,2.35
Buy,TSM250620C170000,TSM 250620 170.00C,6.18,2,12.36,Filled,2@6.36,"Apr 14, 2025 11:41:02 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,5.59,11.18,"Apr 14, 2025 11:41:02 ET",US,USD,,,1.96,0.63,,0.03,0.04,0.33,,,,,,,,,2.99
Buy,TSM250620P170000,TSM 250620 170.00P,18.54,1,18.54,Filled,1@19.8,"Apr 14, 2025 10:27:51 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,19.79,19.79,"Apr 14, 2025 10:27:51 ET",US,USD,,,1.91,0.31,,0.01,0.02,0.17,,,,,,,,,2.42
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,33.28,49,1630.72,Cancelled,0@0.0,"Apr 11, 2025 15:01:36 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,NVDA250620C113/120, Vertical,3.2,1unit(s),,Filled,1unit(s)@3.15,"Apr 11, 2025 14:34:17 ET",Limit,Day,,,,,US,USD,,,,,,,,,,3.77,0.66,,0.02,0.04,0.33,0.03,0.01,,,,,,,4.86
Sell,NVDA250620C113000,,,1,,,,,,,,,,,,,,1,10.24,10.24,"Apr 11, 2025 15:55:03 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,NVDA250620C120000,,,1,,,,,,,,,,,,,,1,7.41,7.41,"Apr 11, 2025 15:55:03 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,MSTU,T-Rex 2X Long MSTR Daily Target ETF,5.09,94,478.46,Filled,103@5.0,"Apr 11, 2025 14:32:47 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,110,5.5,605.0,"Apr 11, 2025 14:33:02 ET",US,USD,,,0.89,1.0,0.31,,,,0.01,0.02,,,,,,,2.23
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,34.38,50,1719.0,Cancelled,0@0.0,"Apr 11, 2025 14:31:59 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,SVXY,ProShares Short VIX Short-Term Futures ETF,Market Price,54,,Filled,49@34.07,"Apr 11, 2025 13:55:17 ET",Market,Day,,Regular Trading Hours,,,US,USD,,54,35.17,1899.18,"Apr 11, 2025 13:55:17 ET",US,USD,,,0.96,1.04,0.14,,,,0.05,0.01,,,,,,,2.2
Sell,SVXY,ProShares Short VIX Short-Term Futures ETF,31.12,52,1618.24,Cancelled,0@0.0,"Apr 11, 2025 13:55:01 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,MSTU,T-Rex 2X Long MSTR Daily Target ETF,5.6,93,520.8,Filled,102@5.56,"Apr 11, 2025 13:11:51 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,93,4.67,434.31,"Apr 11, 2025 13:11:52 ET",US,USD,,,0.97,1.09,0.28,,,,0.01,0.02,,,,,,,2.37
Sell,TQQQ,ProShares UltraPro QQQ ETF,46.47,31,1440.57,Filled,28@49.03,"Apr 11, 2025 11:38:22 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,32,48.77,1560.64,"Apr 11, 2025 11:38:26 ET",US,USD,,,1.0,1.1,0.09,,,,0.04,0.01,,,,,,,2.24
Sell,TQQQ,ProShares UltraPro QQQ ETF,Market Price,31,,Filled,28@45.57,"Apr 11, 2025 10:01:01 ET",Market,Day,,Regular Trading Hours,,,US,USD,,28,44.11,1235.08,"Apr 11, 2025 10:01:01 ET",US,USD,,,0.97,0.96,0.09,,,,0.04,0.01,,,,,,,2.07
Sell,TQQQ,ProShares UltraPro QQQ ETF,Market Price,95,,Failed,0@0.0,"Apr 11, 2025 10:00:53 ET",Market,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,TQQQ,ProShares UltraPro QQQ ETF,Market Price,31,,Filled,33@43.89,"Apr 11, 2025 09:36:15 ET",Market,Day,,Regular Trading Hours,,,US,USD,,31,42.54,1318.74,"Apr 11, 2025 09:36:15 ET",US,USD,,,0.92,1.02,0.09,,,,,,,,,,,,2.03
Buy,TQQQ,ProShares UltraPro QQQ ETF,47.77,30,1433.1,Filled,29@48.97,"Apr 11, 2025 09:36:10 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,32,46.35,1483.2,"Apr 11, 2025 09:36:33 ET",US,USD,,,1.04,0.96,0.08,,,,,,,,,,,,2.08
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,411,,Filled,424@8.69,"Apr 11, 2025 09:33:23 ET",Market,Day,,Regular Trading Hours,,,US,USD,,421,7.71,3245.91,"Apr 11, 2025 09:33:23 ET",US,USD,,,1.92,2.01,1.21,,,,0.09,0.07,,,,,,,5.3
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,8.86,364,3225.04,Cancelled,0@0.0,"Apr 11, 2025 09:33:12 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,8.52,197,1678.44,Filled,212@7.6,"Apr 11, 2025 09:15:07 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,207,8.68,1796.76,"Apr 11, 2025 09:15:07 ET",US,USD,,,0.97,1.1,0.58,,,,,,,,,,,,2.65
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,32.55,83,2701.65,Filled,83@30.48,"Apr 10, 2025 12:33:45 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,80,31.47,2517.6,"Apr 10, 2025 12:33:45 ET",US,USD,,,0.94,0.97,0.24,,,,,,,,,,,,2.15
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,7.58,184,1394.72,Filled,218@7.67,"Apr 10, 2025 11:44:07 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,203,7.77,1577.31,"Apr 10, 2025 11:44:07 ET",US,USD,,,0.97,0.93,0.64,,,,,,,,,,,,2.54
Buy,NVDA250620C113/120, Vertical,3.15,1unit(s),,Filled,1unit(s)@3.05,"Apr 10, 2025 10:38:25 ET",Limit,Day,,,,,US,USD,,,,,,,,,,3.77,0.61,,0.02,0.04,0.34,0.02,0.01,,,,,,,4.81
Buy,NVDA250620C113000,,,1,,,,,,,,,,,,,,1,10.86,10.86,"Apr 10, 2025 10:38:25 ET",US,USD,,,,,,,,,,,,,,,,,0.0
