方向,代码,名称,订单价格,订单数量,订单金额,交易状态,已成交@均价,下单时间,订单类型,期限,盘前竞价,时段,触发价,允许开仓,市场,币种,订单来源,成交数量,成交价格,成交金额,成交时间,市场.1,币种.1,对手经纪,备注,佣金,平台使用费,交收费,印花税,交易费,证监会征费,财汇局征费,期权监管费,期权清算费,期权交收费,证监会规费,交易活动费,交易系统使用费,综合审计跟踪监管费,合计费用
买入,OSCR,Oscar Health,18.79,31,582.49,全部成交,29@17.4,2025/09/18 10:35:44 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,29,19.14,555.06,2025/09/18 10:35:44 (美东),美股,USD,,,1.0,1.01,0.09,,,,,,,,,,,0.0,2.1
卖出,INOD,Innodata,70.24,10,702.4,全部成交,11@70.58,2025/09/17 10:23:58 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,10,63.53,635.3,2025/09/17 10:23:59 (美东),美股,USD,,,0.98,0.96,0.03,,,,,,,,,0.01,,0.0,1.98
买入,BRKB251219P440000,BRKB 251219 440.00P,3.3,1,3.3,全部成交,1@2.84,2025/09/17 09:32:59 (美东),限价单,当日有效,,,,,美股,USD,,1,2.99,2.99,2025/09/17 09:32:59 (美东),美股,USD,,,1.84,0.3,,,,,,0.02,0.02,0.18,,,,0.0,2.36
卖出,BIDU260618P105000,BIDU 260618 105.00P,7.34,1,7.34,全部成交,1@7.68,2025/09/16 13:14:33 (美东),限价单,当日有效,,,,,美股,USD,,1,7.61,7.61,2025/09/16 13:14:36 (美东),美股,USD,,,1.83,0.33,,,,,,0.02,0.02,0.18,,0.01,,0.0,2.39
买入,BIDU260116C140000,BIDU 260116 140.00C,9.03,1,9.03,全部成交,1@8.27,2025/09/16 13:14:02 (美东),限价单,当日有效,,,,,美股,USD,,1,9.24,9.24,2025/09/16 13:14:19 (美东),美股,USD,,,2.08,0.33,,,,,,0.02,0.02,0.19,,,,0.0,2.64
买入,BIDU260320P105/260618P105,BIDU 日历策略,2.27,1组,,全部成交,1组@2.05,2025/09/16 10:30:57 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,3.73,0.6,,,,,,0.04,0.04,0.35,,0.01,,0.0,4.77
卖出,BIDU260320P105000,BIDU 260320 105.00P,,1,,,,,,,,,,,,,,1,6.68,6.68,2025/09/16 10:30:57 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,BIDU260618P105000,BIDU 260618 105.00P,,1,,,,,,,,,,,,,,1,8.79,8.79,2025/09/16 10:30:57 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,HIMS,Hims & Hers Health,53.15,21,1116.15,全部成交,20@47.24,2025/09/16 09:55:41 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,18,54.51,981.18,2025/09/16 09:55:52 (美东),美股,USD,,,1.01,0.96,0.06,,,,,,,,,0.01,,0.0,2.04
卖出,TSLL,2倍做多TSLA ETF-Direxion,19.01,20,380.2,全部成交,19@18.84,2025/09/15 12:44:49 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,20,19.92,398.4,2025/09/15 13:26:04 (美东),美股,USD,,,1.08,1.09,0.06,,,,,,,,,0.01,,0.0,2.24
卖空,BIDU260116C140000,BIDU 260116 140.00C,5.28,1,5.28,全部成交,1@5.84,2025/09/15 10:25:32 (美东),限价单,当日有效,,,,,美股,USD,,1,5.74,5.74,2025/09/15 10:25:43 (美东),美股,USD,,,2.1,0.3,,,,,,0.02,0.02,0.17,,0.01,,0.0,2.62
卖出,HIMS260618C60000,HIMS 260618 60.00C,14.51,1,14.51,全部成交,1@14.57,2025/09/15 10:24:39 (美东),限价单,当日有效,,,,,美股,USD,,1,14.69,14.69,2025/09/15 10:24:42 (美东),美股,USD,,,2.1,0.28,,,,,,0.02,0.02,0.19,,0.01,,0.0,2.62
买入,HIMS,Hims & Hers Health,55.32,10,553.2,全部成交,11@49.06,2025/09/12 12:28:21 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,11,56.46,621.06,2025/09/12 12:28:21 (美东),美股,USD,,,0.93,0.91,0.03,,,,,,,,,,,0.0,1.87
卖出,OPEN260220C12000,OPEN 260220 12.00C,2.99,1,2.99,全部成交,1@2.84,2025/09/12 10:50:25 (美东),限价单,当日有效,,,,,美股,USD,,1,2.85,2.85,2025/09/12 10:50:32 (美东),美股,USD,,,1.94,0.3,,,,,,0.02,0.02,0.16,,0.01,,0.0,2.45
买入,BIDU260320P105000,BIDU 260320 105.00P,7.59,1,7.59,全部成交,1@8.0,2025/09/12 09:34:42 (美东),限价单,当日有效,,,,,美股,USD,,1,7.41,7.41,2025/09/12 09:34:47 (美东),美股,USD,,,1.82,0.29,,,,,,0.02,0.02,0.17,,,,0.0,2.32
买入,BIDU260320P105000,BIDU 260320 105.00P,8.34,1,8.34,全部成交,1@7.67,2025/09/12 09:34:32 (美东),限价单,当日有效,,,,,美股,USD,,1,8.38,8.38,2025/09/12 09:34:32 (美东),美股,USD,,,2.08,0.33,,,,,,0.02,0.02,0.18,,,,0.0,2.63
卖空,BIDU260320P105000,BIDU 260320 105.00P,8.55,1,8.55,全部成交,1@8.19,2025/09/12 09:34:01 (美东),限价单,当日有效,,,,,美股,USD,,1,8.21,8.21,2025/09/12 09:34:02 (美东),美股,USD,,,1.89,0.3,,,,,,0.02,0.02,0.18,,0.01,,0.0,2.42
买入,BIDU260320P105000,BIDU 260320 105.00P,7.12,1,7.12,已撤单,0@0.0,2025/09/12 09:33:40 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖空,BIDU260320C125000,BIDU 260320 125.00C,12.24,1,12.24,已撤单,0@0.0,2025/09/12 09:32:40 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,FIG,Figma Inc,54.24,20,1084.8,全部成交,19@50.01,2025/09/11 14:18:02 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,21,50.81,1067.01,2025/09/11 14:18:02 (美东),美股,USD,,,1.06,1.03,0.06,,,,,,,,,,,0.0,2.15
买入,BIDU251219P90000,BIDU 251219 90.00P,市价,2,,已撤单,0@0.0,2025/09/11 12:21:10 (美东),市价单,当日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,HIMS260618C60000,HIMS 260618 60.00C,12.52,1,12.52,全部成交,1@11.09,2025/09/11 09:32:34 (美东),限价单,当日有效,,,,,美股,USD,,1,11.43,11.43,2025/09/11 09:32:34 (美东),美股,USD,,,2.05,0.3,,,,,,0.02,0.02,0.19,,,,0.0,2.58
卖出,INOD,Innodata,60.32,7,422.24,全部成交,7@59.04,2025/09/10 12:11:57 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,7,58.94,412.58,2025/09/10 12:12:15 (美东),美股,USD,,,1.07,0.94,0.02,,,,,,,,,0.01,,0.0,2.04
卖出,MIU251030C55000,小米 251030 55.00 购,2.81,1,2.81,全部成交,1@2.87,2025/09/10 14:45:13 (香港),限价单,当日有效,,,,,港股,HKD,,1,2.77,2.77,2025/09/10 14:45:14 (香港),港股,HKD,,,5.33,15.84,,,,,,,,,,,0.98,,22.15
买入,OPEN260220C12000,OPEN 260220 12.00C,1.72,1,1.72,全部成交,1@1.97,2025/09/08 11:31:54 (美东),限价单,当日有效,,,,,美股,USD,,1,1.86,1.86,2025/09/08 11:31:54 (美东),美股,USD,,,2.09,0.32,,,,,,0.02,0.02,0.16,,,,0.0,2.61
卖空,MSTR260116P300000,MSTR 260116 300.00P,30.57,1,30.57,全部成交,1@28.11,2025/09/08 10:34:58 (美东),限价单,当日有效,,,,,美股,USD,,1,28.05,28.05,2025/09/08 10:34:59 (美东),美股,USD,,,1.84,0.28,,,,,,0.02,0.02,0.19,,0.01,,0.0,2.36
买入,FIG,Figma Inc,58.68,11,645.48,全部成交,10@53.41,2025/09/04 14:28:02 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,10,60.4,604.0,2025/09/04 14:28:02 (美东),美股,USD,,,0.9,1.0,0.03,,,,,,,,,,,0.0,1.93
买入,OSCR,Oscar Health,16.59,27,447.93,已撤单,0@0.0,2025/09/04 10:01:51 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,OSCR,Oscar Health,18.92,40,756.8,全部成交,43@19.03,2025/09/04 08:43:02 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,43,16.46,707.78,2025/09/04 08:51:12 (美东),美股,USD,,,1.03,0.96,0.11,,,,,,,,,0.01,,0.0,2.11
买入,TSLL,2倍做多TSLA ETF-Direxion,13.14,81,1064.34,全部成交,79@12.0,2025/09/03 10:14:18 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,85,12.93,1099.05,2025/09/03 10:14:18 (美东),美股,USD,,,0.93,1.01,0.24,,,,,,,,,,,0.0,2.18
卖出,BRK.B,伯克希尔-B,527.72,2,1055.44,全部成交,2@490.62,2025/09/02 12:44:49 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,2,532.99,1065.98,2025/09/02 12:46:01 (美东),美股,USD,,,0.92,0.92,0.01,,,,,,,,,0.01,,0.0,1.86
卖出,09988,阿里巴巴-W,131.83,100,13183.0,全部成交,91@135.98,2025/09/01 09:39:31 (香港),限价单,当日有效,允许,,,,港股,HKD,,105,130.09,13659.45,2025/09/01 09:39:33 (香港),港股,HKD,,,3.88,14.4,0.58,13.0,0.78,0.33,0.02,,,,,,,,32.99
买入,09988,阿里巴巴-W,126.45,201,25416.45,全部成交,218@132.37,2025/09/01 09:35:18 (香港),限价单,当日有效,允许,,,,港股,HKD,,186,132.33,24613.38,2025/09/01 09:35:18 (香港),港股,HKD,,,7.63,15.33,1.14,27.52,1.45,0.67,0.04,,,,,,,,53.78
卖出,09988,阿里巴巴-W,市价,203,,全部成交,210@137.09,2025/09/01 09:32:58 (香港),市价单,当日有效,,,,,港股,HKD,,219,138.98,30436.62,2025/09/01 09:32:59 (香港),港股,HKD,,,7.54,15.21,1.19,24.52,1.55,0.74,0.04,,,,,,,,50.79
买入,09988,阿里巴巴-W,112.45,104,11694.8,全部成交,96@111.07,2025/08/28 11:48:09 (香港),限价单,当日有效,允许,,,,港股,HKD,,100,114.84,11484.0,2025/08/28 11:48:09 (香港),港股,HKD,,,3.78,13.96,0.49,13.04,0.65,0.31,0.02,,,,,,,,32.25
卖出,BRKB251219C500000,BRKB 251219 500.00C,16.65,1,16.65,全部成交,1@16.98,2025/08/27 10:09:37 (美东),限价单,当日有效,,,,,美股,USD,,1,19.37,19.37,2025/08/27 10:09:44 (美东),美股,USD,,,1.86,0.28,,,,,,0.02,0.02,0.17,,0.01,,0.0,2.36
卖出,OSCR,Oscar Health,15.87,18,285.66,全部成交,20@16.63,2025/08/26 10:31:26 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,21,16.53,347.13,2025/08/26 10:31:29 (美东),美股,USD,,,0.95,1.05,0.06,,,,,,,,,0.01,,0.0,2.07
卖出,OSCR260320C15000,OSCR 260320 15.00C,5.02,2,10.04,全部成交,2@5.05,2025/08/26 10:01:16 (美东),限价单,当日有效,,,,,美股,USD,,2,4.63,9.26,2025/08/26 10:01:18 (美东),美股,USD,,,2.07,0.63,,,,,,0.03,0.04,0.33,,0.01,,0.01,3.12
买入,01810,小米集团-W,55.96,219,12255.24,全部成交,196@52.36,2025/08/26 15:22:29 (香港),限价单,当日有效,允许,,,,港股,HKD,,194,48.31,9372.14,2025/08/26 15:22:30 (香港),港股,HKD,,,3.05,16.06,0.47,11.59,0.63,0.31,0.02,,,,,,,,32.13
买入,MSTR,Strategy,326.47,5,1632.35,全部成交,5@374.56,2025/08/22 10:49:37 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,373.0,1865.0,2025/08/22 10:49:37 (美东),美股,USD,,,0.99,1.02,0.02,,,,,,,,,,,0.0,2.03
卖出,MSTR,Strategy,市价,5,,全部成交,5@345.28,2025/08/22 10:19:36 (美东),市价单,当日有效,,盘中,,,美股,USD,,5,377.44,1887.2,2025/08/22 10:19:36 (美东),美股,USD,,,1.01,0.93,0.02,,,,,,,,,0.01,,0.0,1.97
买入,MSTR,Strategy,384.78,5,1923.9,全部成交,5@319.11,2025/08/22 10:18:14 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,326.05,1630.25,2025/08/22 10:18:14 (美东),美股,USD,,,0.96,1.09,0.02,,,,,,,,,,,0.0,2.07
买入,FIG,FIGMA INC,70.08,1,70.08,全部成交,1@75.45,2025/08/22 09:15:20 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,1,79.88,79.88,2025/08/22 09:15:23 (美东),美股,USD,,,1.02,1.1,0.0,,,,,,,,,,,0.0,2.12
买入,09988,阿里巴巴-W,106.83,101,10789.83,全部成交,97@106.94,2025/08/22 10:26:46 (香港),限价单,当日有效,允许,,,,港股,HKD,,99,112.35,11122.65,2025/08/22 10:26:46 (香港),港股,HKD,,,3.45,15.46,0.53,11.25,0.68,0.33,0.02,,,,,,,,31.72
买入,UNH,联合健康,306.88,5,1534.4,全部成交,5@302.6,2025/08/21 10:35:04 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,311.62,1558.1,2025/08/21 10:35:09 (美东),美股,USD,,,1.02,1.06,0.02,,,,,,,,,,,0.0,2.1
买入,01810,小米集团-W,51.67,185,9558.95,全部成交,193@46.93,2025/08/21 10:57:32 (香港),限价单,当日有效,允许,,,,港股,HKD,,211,52.51,11079.61,2025/08/21 10:57:39 (香港),港股,HKD,,,3.3,15.84,0.41,10.36,0.59,0.29,0.02,,,,,,,,30.81
买入,INOD,Innodata,38.91,10,389.1,全部成交,12@38.28,2025/08/20 10:05:36 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,11,37.79,415.69,2025/08/20 10:05:36 (美东),美股,USD,,,0.9,0.95,0.03,,,,,,,,,,,0.0,1.88
买入,INOD,Innodata,34.49,10,344.9,全部成交,12@33.68,2025/08/20 10:05:32 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,10,39.7,397.0,2025/08/20 10:05:33 (美东),美股,USD,,,1.06,1.09,0.03,,,,,,,,,,,0.0,2.18
卖出,BRKB251219C500000,BRKB 251219 500.00C,12.59,1,12.59,全部成交,1@12.91,2025/08/19 10:19:55 (美东),限价单,当日有效,,,,,美股,USD,,1,15.23,15.23,2025/08/19 10:19:55 (美东),美股,USD,,,1.94,0.3,,,,,,0.02,0.02,0.16,,0.01,,0.0,2.45
卖出,OSCR260320C15000,OSCR 260320 15.00C,5.61,1,5.61,全部成交,1@5.3,2025/08/19 10:08:30 (美东),限价单,当日有效,,,,,美股,USD,,1,4.99,4.99,2025/08/19 10:08:30 (美东),美股,USD,,,2.01,0.32,,,,,,0.02,0.02,0.17,,0.01,,0.0,2.55
买入,INOD,Innodata,38.91,11,428.01,已撤单,0@0.0,2025/08/18 10:20:30 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,BIIB,渤健公司,市价,7,,全部成交,8@144.09,2025/08/18 10:04:30 (美东),市价单,当日有效,,盘中,,,美股,USD,,7,136.16,953.12,2025/08/18 10:04:30 (美东),美股,USD,,,0.93,0.96,0.02,,,,,,,,,0.01,,0.0,1.92
卖出,BIIB,渤健公司,132.24,9,1190.16,已撤单,0@0.0,2025/08/18 10:04:03 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,RKLB,Rocket Lab,46.41,20,928.2,已撤单,0@0.0,2025/08/18 09:08:34 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,BIIB,渤健公司,市价,8,,全部成交,9@130.93,2025/08/15 09:40:54 (美东),市价单,当日有效,,盘中,,,美股,USD,,8,137.3,1098.4,2025/08/15 09:40:54 (美东),美股,USD,,,1.03,0.93,0.02,,,,,,,,,,,0.0,1.98
卖出,INOD,Innodata,市价,10,,全部成交,10@43.29,2025/08/15 09:40:35 (美东),市价单,当日有效,,盘中,,,美股,USD,,10,36.97,369.7,2025/08/15 09:40:35 (美东),美股,USD,,,0.96,0.97,0.03,,,,,,,,,0.01,,0.0,1.97
买入,FIG,FIGMA INC,市价,2,,全部成交,2@77.08,2025/08/15 09:40:08 (美东),市价单,当日有效,,盘中,,,美股,USD,,2,71.26,142.52,2025/08/15 09:40:08 (美东),美股,USD,,,1.05,0.97,0.01,,,,,,,,,,,0.0,2.03
买入,FIG,FIGMA INC,80.4,2,160.8,已撤单,0@0.0,2025/08/15 09:39:53 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,FIG,FIGMA INC,86.73,1,86.73,全部成交,1@72.93,2025/08/14 11:27:28 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,1,80.12,80.12,2025/08/14 11:27:28 (美东),美股,USD,,,1.05,1.05,0.0,,,,,,,,,,,0.0,2.1
卖出,MIU251030C55000,小米 251030 55.00 购,2.72,1,2.72,全部成交,1@3.01,2025/08/14 10:31:44 (香港),限价单,当日有效,,,,,港股,HKD,,1,2.92,2.92,2025/08/14 10:31:44 (香港),港股,HKD,,,5.55,14.85,,,,,,,,,,,0.95,,21.35
买入,FIG,FIGMA INC,75.92,1,75.92,全部成交,1@76.54,2025/08/13 11:12:40 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,1,89.82,89.82,2025/08/13 11:12:40 (美东),美股,USD,,,1.03,0.99,0.0,,,,,,,,,,,0.0,2.02
买入,PDD,拼多多,111.1,15,1666.5,已撤单,0@0.0,2025/08/13 09:57:09 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,HIMS,Hims & Hers Health,49.38,42,2073.96,全部成交,38@47.91,2025/08/12 12:51:40 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,44,44.24,1946.56,2025/08/12 12:51:40 (美东),美股,USD,,,0.99,0.98,0.13,,,,,,,,,,,0.0,2.1
卖出,OSCR,Oscar Health,14.55,31,451.05,全部成交,32@14.82,2025/08/12 12:45:38 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,32,13.8,441.6,2025/08/12 12:45:45 (美东),美股,USD,,,1.06,0.98,0.1,,,,,,,,,0.01,,0.0,2.15
卖出,OSCR260320C15000,OSCR 260320 15.00C,3.46,1,3.46,全部成交,1@3.51,2025/08/12 12:45:26 (美东),限价单,当日有效,,,,,美股,USD,,1,3.84,3.84,2025/08/12 12:45:58 (美东),美股,USD,,,2.11,0.32,,,,,,0.02,0.02,0.18,,0.01,,0.0,2.66
买入,FIG,FIGMA INC,88.91,2,177.82,全部成交,2@94.6,2025/08/12 12:40:33 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,2,78.2,156.4,2025/08/12 12:40:33 (美东),美股,USD,,,0.91,0.98,0.01,,,,,,,,,,,0.0,1.9
买入,BRK.B,伯克希尔-B,429.89,1,429.89,全部成交,1@496.53,2025/08/12 07:53:12 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,1,482.34,482.34,2025/08/12 07:54:27 (美东),美股,USD,,,1.04,1.09,0.0,,,,,,,,,,,0.0,2.13
买入,01810,小米集团-W,49.8,201,10009.8,全部成交,202@55.24,2025/08/12 15:32:15 (香港),限价单,当日有效,允许,,,,港股,HKD,,217,51.78,11236.26,2025/08/12 15:32:21 (香港),港股,HKD,,,2.96,14.56,0.45,10.6,0.57,0.25,0.02,,,,,,,,29.41
买入,MIU251030C55000,小米 251030 55.00 购,2.4,2,4.8,全部成交,2@2.45,2025/08/12 15:14:11 (香港),限价单,当日有效,,,,,港股,HKD,,2,2.15,4.3,2025/08/12 15:15:00 (香港),港股,HKD,,,9.1,15.92,,,,,,,,,,,1.97,,26.99
卖出,GOOGL,谷歌-A,199.04,10,1990.4,全部成交,10@198.2,2025/08/11 13:25:08 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,10,183.62,1836.2,2025/08/11 13:25:08 (美东),美股,USD,,,0.9,1.09,0.03,,,,,,,,,0.01,,0.0,2.03
卖出,OSCR260320C15000,OSCR 260320 15.00C,4.93,1,4.93,全部成交,1@4.22,2025/08/11 09:53:37 (美东),限价单,当日有效,,,,,美股,USD,,1,4.92,4.92,2025/08/11 09:55:23 (美东),美股,USD,,,1.84,0.32,,,,,,0.02,0.02,0.2,,0.01,,0.0,2.41
买入,INOD,Innodata,45.86,19,871.34,全部成交,21@44.56,2025/08/11 09:44:51 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,18,41.33,743.94,2025/08/11 09:44:51 (美东),美股,USD,,,1.02,0.9,0.07,,,,,,,,,,,0.0,1.99
卖出,AMZN,亚马逊,243.59,5,1217.95,全部成交,5@232.61,2025/08/11 09:42:59 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,210.04,1050.2,2025/08/11 09:42:59 (美东),美股,USD,,,0.93,1.04,0.02,,,,,,,,,0.01,,0.0,2.0
卖出,GOOGL,谷歌-A,202.61,5,1013.05,全部成交,5@199.06,2025/08/11 09:42:47 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,206.39,1031.95,2025/08/11 09:42:48 (美东),美股,USD,,,0.92,0.94,0.02,,,,,,,,,0.01,,0.0,1.89
卖出,AAPL,苹果,243.54,5,1217.7,全部成交,5@233.32,2025/08/11 09:42:37 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,206.34,1031.7,2025/08/11 09:42:38 (美东),美股,USD,,,1.01,1.04,0.02,,,,,,,,,0.01,,0.0,2.08
买入,FIG,FIGMA INC,80.36,1,80.36,全部成交,1@78.23,2025/08/08 15:37:42 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,1,71.4,71.4,2025/08/08 15:37:43 (美东),美股,USD,,,0.96,0.96,0.0,,,,,,,,,,,0.0,1.92
卖空,BRKB251219P440000,BRKB 251219 440.00P,7.75,1,7.75,下单失败,0@0.0,2025/08/08 14:33:38 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,OSCR260320C15000,OSCR 260320 15.00C,4.08,5,20.4,全部成交,5@3.91,2025/08/07 12:34:29 (美东),限价单,当日有效,,,,,美股,USD,,5,4.01,20.05,2025/08/07 12:48:45 (美东),美股,USD,,,3.17,1.46,,,,,,0.07,0.09,0.85,,,,0.02,5.66
卖空,BRKB251219P440000,BRKB 251219 440.00P,8.15,1,8.15,全部成交,1@7.74,2025/08/07 12:25:00 (美东),限价单,当日有效,,,,,美股,USD,,1,7.85,7.85,2025/08/07 12:25:01 (美东),美股,USD,,,2.03,0.29,,,,,,0.02,0.02,0.19,,0.01,,0.0,2.56
买入,FIG,FIGMA INC,77.33,1,77.33,全部成交,1@79.6,2025/08/07 12:03:49 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,1,86.62,86.62,2025/08/07 12:03:50 (美东),美股,USD,,,0.9,1.06,0.0,,,,,,,,,,,0.0,1.96
卖出,MSTU,2倍做多MSTR ETF-T-Rex,市价,141,,全部成交,136@7.88,2025/08/07 12:01:19 (美东),市价单,当日有效,,盘中,,,美股,USD,,139,7.81,1085.59,2025/08/07 12:01:20 (美东),美股,USD,,,1.03,0.97,0.47,,,,,,,,,0.02,,0.01,2.5
卖出,MSTU,2倍做多MSTR ETF-T-Rex,8.46,146,1235.16,已撤单,0@0.0,2025/08/07 12:01:09 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,MSTU,2倍做多MSTR ETF-T-Rex,8.28,139,1150.92,全部成交,152@7.16,2025/08/07 11:36:03 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,139,7.39,1027.21,2025/08/07 11:36:09 (美东),美股,USD,,,1.02,1.01,0.43,,,,,,,,,,,0.01,2.47
卖出,OSCR,Oscar Health,15.26,41,625.66,全部成交,38@15.18,2025/08/07 10:29:31 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,41,13.61,558.01,2025/08/07 10:29:34 (美东),美股,USD,,,1.06,0.94,0.12,,,,,,,,,0.01,,0.0,2.13
卖出,OSCR,Oscar Health,16.58,46,762.68,已撤单,0@0.0,2025/08/07 08:38:19 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,OSCR,Oscar Health,14.43,19,274.17,全部成交,22@14.71,2025/08/06 13:37:01 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,18,14.47,260.46,2025/08/06 13:37:10 (美东),美股,USD,,,0.89,0.94,0.06,,,,,,,,,0.01,,0.0,1.9
卖出,GOOGL,谷歌-A,188.01,10,1880.1,已撤单,0@0.0,2025/08/06 10:46:58 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,TSLL,2倍做多TSLA ETF-Direxion,10.96,108,1183.68,全部成交,91@12.27,2025/08/06 10:41:06 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,107,11.3,1209.1,2025/08/06 10:46:22 (美东),美股,USD,,,0.97,1.0,0.33,,,,,,,,,0.02,,0.0,2.32
买入,BRKB251219C500000,BRKB 251219 500.00C,7.83,1,7.83,全部成交,1@7.65,2025/08/06 09:58:39 (美东),限价单,当日有效,,,,,美股,USD,,1,7.04,7.04,2025/08/06 10:03:45 (美东),美股,USD,,,1.92,0.32,,,,,,0.02,0.02,0.2,,,,0.0,2.48
卖出,OSCR,Oscar Health,15.6,92,1435.2,已撤单,0@0.0,2025/08/06 09:45:24 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,AAPL,苹果,200.69,5,1003.45,全部成交,5@197.21,2025/08/06 08:49:46 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,225.21,1126.05,2025/08/06 08:49:47 (美东),美股,USD,,,1.02,0.92,0.02,,,,,,,,,,,0.0,1.96
卖出,AAPL,苹果,189.61,20,3792.2,全部成交,22@200.32,2025/08/06 08:47:34 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,22,221.27,4867.94,2025/08/06 08:47:34 (美东),美股,USD,,,0.91,0.95,0.06,,,,,,,,,0.01,,0.0,1.93
买入,AAPL,苹果,215.32,21,4521.72,全部成交,21@206.71,2025/08/06 08:47:12 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,19,191.29,3634.51,2025/08/06 08:47:12 (美东),美股,USD,,,1.07,0.97,0.06,,,,,,,,,,,0.0,2.1
买入,IBIT,比特币ETF-iShares,68.5,1,68.5,下单失败,0@0.0,2025/08/05 12:23:46 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,BRKB251219C500000,BRKB 251219 500.00C,7.24,1,7.24,已撤单,0@0.0,2025/08/05 12:19:21 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
